stock,open,low,high,close
stockL,15763.55,15196.98,20443.85,17967.51
stockE,39792.21,38529.81,43351.12,40896.62
stockM,31342.44,27368.50,34748.18,30831.02
stockK,24845.93,22135.29,35134.53,24692.72
stockG,36050.36,35684.77,36811.93,35880.68
stockE,31790.75,31754.24,31822.29,31796.82
stockY,42101.74,31603.75,46183.57,38298.49
stockN,52921.16,52229.53,53789.51,53106.91
stockO,40454.98,34884.25,49837.23,46866.90
stockP,48988.30,46266.45,50411.72,48273.18
stockB,18019.79,17567.22,44811.85,40259.73
stockC,52808.53,21735.51,64577.99,42852.96
stockX,39098.53,38624.62,46038.14,41374.87
stockH,35814.18,28931.11,45281.04,39844.05
stockQ,41495.41,38056.36,53720.80,43408.00
stockH,36873.81,35251.82,38245.60,36099.66
stockI,15945.97,12604.96,55953.24,54183.94
stockL,28428.70,19495.48,52054.16,46125.91
stockS,39854.26,34137.97,57034.31,40149.01
stockF,26723.95,24221.69,28837.24,27131.49
stockP,23977.14,17859.12,32728.22,32672.82
stockD,22744.11,13028.48,25168.90,19582.70
stockT,20554.46,10899.15,33525.74,26985.01
stockV,25492.07,18612.00,46485.61,37754.44
stockC,34241.86,31738.16,45149.15,42775.50
stockI,57816.56,51891.46,58436.35,56210.52
stockM,15306.09,9006.48,37557.78,24044.72
stockJ,45887.61,44097.01,46376.29,46194.76
stockK,30213.71,8510.91,36619.04,32694.77
stockI,35085.07,20594.26,41051.05,21232.56
stockJ,55257.31,52790.25,67738.09,65920.23
stockM,39088.08,21012.16,47239.47,38321.44
stockK,31737.96,27494.01,32481.49,29738.87
stockD,39396.36,25209.25,42105.44,32486.31
stockF,55047.54,24400.63,60176.78,43348.05
stockA,48344.38,42285.93,49838.64,43487.64
stockE,48013.14,46509.63,48118.00,47010.49
stockB,39344.71,36293.88,57309.00,47959.57
stockW,42563.96,37981.67,44531.12,41858.66
stockH,34919.46,30780.13,46168.58,32726.52
stockU,37055.94,35979.50,41291.13,37519.22
stockB,43482.55,16087.03,43877.05,22633.87
stockD,33237.91,25092.18,34573.46,28892.36
stockN,27434.34,25601.89,27440.49,27253.15
stockA,50479.30,48087.32,50615.29,50135.36
stockU,39774.77,37617.49,40597.54,40488.39
stockK,33823.66,33557.22,46394.08,33836.81
stockX,28967.66,27547.37,33450.06,30738.11
stockB,35633.48,17311.25,36849.68,23277.46
stockB,54772.51,45507.67,55411.73,48067.11
stockK,55937.98,12180.27,59240.96,43040.28
stockN,23925.43,14459.34,34414.14,17559.31
stockW,27846.07,24715.52,35069.79,26267.92
stockX,54037.15,42293.44,59221.20,51616.97
stockB,50331.68,42250.34,51672.04,43321.28
stockD,48139.71,38555.86,48726.53,43702.00
stockE,32992.09,31978.92,36080.73,33100.91
stockL,28418.39,14758.64,41783.71,23267.62
stockI,31689.77,31250.29,37158.42,35622.70
stockB,36349.81,33881.89,56488.57,51073.13
stockC,57812.90,55948.30,61280.69,60436.68
stockD,41893.95,38242.14,43749.37,43705.60
stockF,8869.49,2862.36,30333.15,7698.18
stockL,33224.93,31660.18,34235.99,33679.45
stockY,44424.17,40461.03,45552.45,45234.64
stockC,41581.50,39059.75,45026.21,42584.83
stockJ,30147.72,19713.45,51164.25,47403.37
stockR,41308.47,18529.44,43004.31,34820.77
stockJ,49356.44,43759.65,52863.27,51669.41
stockG,52287.34,49506.83,53360.35,51413.35
stockO,45920.06,42105.84,47232.85,43386.21
stockB,28289.64,24002.39,41430.96,36297.94
stockL,29311.71,13570.40,40828.64,38075.36
stockE,39238.43,10311.86,47329.83,25943.62
stockR,47580.25,43960.18,49236.21,48124.66
stockE,56145.70,33248.74,66748.65,41371.28
stockG,21055.73,20164.81,40249.80,33079.53
stockC,29880.52,23658.01,41152.79,26806.25
stockL,49729.32,32999.35,61393.22,34736.72
stockC,32638.06,31200.18,36247.48,34850.67
stockT,43109.13,39877.58,45526.31,41780.67
stockM,26282.98,19254.44,51019.53,48590.43
stockG,43287.62,43082.62,44300.03,44121.20
stockL,33428.98,19597.80,44405.04,22973.88
stockG,30592.00,29516.37,37901.80,36405.09
stockU,38663.56,34327.37,41940.54,36741.38
stockC,34336.48,29326.72,38191.50,31198.67
stockQ,27123.23,26555.96,28101.37,26675.91
stockH,29418.38,21167.57,31727.58,24223.10
stockV,50474.98,38672.50,51515.26,40962.76
stockD,44285.26,42115.56,48122.05,45460.83
stockO,44649.61,35833.89,47691.92,46033.64
stockB,29856.60,29444.72,36446.96,29921.39
stockK,26216.58,25010.48,36040.78,34801.60
stockC,19364.27,16883.11,27555.55,23780.79
stockO,28737.55,28591.01,29185.73,28680.91
stockM,33452.85,32645.04,39583.90,39217.69
stockJ,57801.97,22904.03,70081.74,50128.59
stockJ,42442.52,41810.44,43001.47,42611.32
stockN,22002.90,18744.28,22772.61,18977.07
stockE,28610.73,28078.84,28672.48,28133.06
stockI,38372.24,28216.79,42055.46,33280.25
stockJ,30919.03,30023.87,44438.53,43889.24
stockH,38431.26,31725.93,48974.06,40558.62
stockR,44972.80,37317.94,56362.73,42150.31
stockB,42287.05,41576.61,43067.20,42058.64
stockZ,38831.15,38817.56,38911.85,38907.54
stockY,29562.04,21853.73,51136.08,44513.31
stockK,40277.79,39554.67,42035.70,42034.26
stockB,43232.16,39068.88,53295.07,48787.36
stockP,33075.59,32295.39,36058.19,35905.04
stockN,39421.88,38825.82,40473.44,39342.89
stockK,50328.27,43585.61,51988.49,48292.32
stockC,30486.87,29339.21,32625.59,31129.81
stockH,33499.37,32263.40,34964.76,33186.93
stockK,45689.41,45417.61,45721.24,45514.75
stockA,23594.86,19769.01,29338.20,22466.87
stockZ,33438.69,31253.85,40809.82,36863.20
stockE,51583.38,30012.11,55682.44,45749.57
stockG,34840.92,32309.30,42220.03,39039.89
stockY,40212.12,38153.06,48039.59,45248.77
stockU,47363.41,37752.83,47690.39,41319.94
stockJ,53103.02,48240.76,53834.12,49907.15
stockR,20610.40,20391.67,21408.71,20713.13
stockD,36193.41,35875.78,36477.53,36268.68
stockY,29931.53,22317.36,32428.11,29244.14
stockO,49916.17,37218.03,64328.24,48282.51
stockI,33089.74,31947.65,36177.99,34972.90
stockU,34283.77,31305.76,36727.25,32191.96
stockH,34235.38,33958.25,34922.30,34382.78
stockP,38271.17,37014.93,48954.72,46435.40
stockJ,42684.22,34058.13,45472.35,41246.97
stockI,42270.86,39937.03,43231.27,41864.46
stockA,55522.31,50356.40,58033.29,50577.47
stockX,27934.82,27461.69,29855.65,28262.72
stockQ,40733.85,34695.71,61802.90,38167.89
stockB,23307.48,14890.16,28928.08,18743.56
stockE,40496.58,40495.35,40562.68,40526.38
stockN,44087.99,38160.45,52717.93,44094.11
stockC,35697.06,26315.33,40102.95,37841.84
stockU,44418.76,43599.47,46470.02,46279.17
stockN,53815.32,41319.38,53893.68,50312.93
stockY,32375.37,24865.10,37312.43,28837.05
stockT,43662.14,39298.08,46952.27,46877.43
stockI,44901.70,33277.20,46215.83,36792.09
stockG,39939.14,32008.25,59430.95,47057.83
stockO,35526.64,34961.65,37839.08,35813.97
stockS,34881.22,23169.49,44375.42,40697.81
stockE,37376.81,34306.51,41997.01,37013.44
stockD,36078.07,33672.30,37143.43,33892.00
stockK,46334.51,44884.26,47253.34,45605.42
stockW,37833.40,33001.74,56127.26,40865.10
stockV,41750.49,36336.51,55973.89,36464.34
stockM,48034.15,47289.64,48309.82,47615.95
stockT,48460.73,22024.63,62084.76,32082.20
stockI,59523.81,37415.59,60240.60,55807.50
stockJ,68872.61,27063.99,69482.97,30999.85
stockQ,37689.85,37568.45,44284.52,42395.19
stockO,31854.61,30521.98,33479.75,32044.32
stockS,40083.47,39247.35,47658.83,45082.60
stockZ,42786.73,41764.44,44432.03,44146.95
stockP,44548.78,42694.04,46153.86,45600.61
stockP,50316.98,45008.45,58086.93,45651.34
stockV,25469.59,17263.37,30221.54,18047.13
stockW,20344.95,17216.50,26329.37,24027.43
stockT,39532.89,36799.95,40608.35,37320.22
stockX,38373.07,32761.18,43134.88,39504.90
stockF,31391.19,27347.33,31425.29,27481.04
stockQ,41575.92,33817.91,41693.97,40405.39
stockC,29682.71,22556.91,37701.63,29603.30
stockM,58245.04,55187.41,62357.64,59342.56
stockW,18938.19,15968.56,21470.90,16496.12
stockP,51348.63,50980.91,51670.03,51180.93
stockM,32709.26,12327.78,46903.49,17227.28
stockW,51558.94,39377.32,53096.22,39880.66
stockE,44043.43,43113.54,48007.21,47517.33
stockC,41083.58,34678.54,48674.36,42181.50
stockC,37375.26,37237.15,46859.22,40355.19
stockA,44528.55,43232.36,52291.09,43922.12
stockP,37828.27,34172.43,53337.50,50306.30
stockI,42046.47,36371.36,44012.74,37473.86
stockY,30760.08,24597.97,42842.04,28617.82
stockU,33767.07,31602.97,51600.56,49135.24
stockM,54887.05,39304.23,61677.52,53355.34
stockT,38515.64,24481.58,50934.04,28242.12
stockX,41059.08,37166.83,45374.36,41968.14
stockT,30816.16,29639.82,33744.86,33016.39
stockS,54137.66,45327.93,61294.73,48300.26
stockW,24722.36,13639.09,37623.24,33835.68
stockN,50595.02,35137.82,52076.79,51617.78
stockO,29985.55,29546.74,30150.48,29732.09
stockI,41506.34,41434.01,47361.01,46014.92
stockR,45949.73,28902.84,50039.84,48985.11
stockE,45150.00,44364.59,49746.69,47631.13
stockU,37565.19,37057.32,38458.65,37817.15
stockK,41200.51,25340.07,43852.00,30538.97
stockR,28998.50,27307.44,38935.93,28220.50
stockR,47557.10,45165.86,48570.57,45552.93
stockA,34781.31,33726.57,49014.66,35906.35
stockH,38348.68,35927.11,43605.82,42748.74
stockU,54607.73,25505.34,56854.93,39787.02
stockW,42291.35,20495.24,47981.53,39013.27
stockF,53635.15,31625.24,66824.02,57867.90
stockR,45758.99,45265.38,45908.92,45448.92
stockB,44756.75,43918.52,56331.54,52042.73
stockY,25625.04,24780.56,26494.53,26398.63
stockT,38492.20,37767.52,40120.60,39943.56
stockB,42659.48,30508.78,47084.08,37587.12
stockE,43851.31,29068.19,47374.42,44816.05
stockM,33624.72,30064.01,33751.76,30361.80
stockM,47921.11,46663.63,48055.83,47770.26
stockY,32397.11,25799.75,47738.28,46916.29
stockO,43177.90,41196.39,45723.10,42064.83
stockX,48097.92,46982.05,53816.67,53622.33
stockC,47258.60,43963.95,50114.57,49609.68
stockA,31501.76,30360.35,38675.86,33732.35
stockO,22383.36,20213.19,34459.83,32549.69
stockQ,38842.90,38750.07,38934.35,38821.71
stockL,51302.17,37196.13,51713.33,48391.29
stockP,43017.06,32821.35,54764.16,47262.94
stockG,53000.86,52975.35,53728.45,53064.88
stockS,49474.32,49122.16,50084.49,49763.30
stockQ,34688.25,32132.14,53223.86,50083.89
stockX,20787.92,20526.51,46530.25,28695.14
stockN,39119.94,27983.06,52501.42,51471.62
stockQ,45989.27,45605.32,53629.84,52995.15
stockJ,40119.75,37920.33,42221.49,40063.38
stockW,42820.14,40224.35,45854.72,40317.66
stockW,29392.11,22640.52,38047.53,37241.02
stockL,51044.18,42763.74,54468.97,45536.90
stockB,42314.97,41857.72,47164.69,46176.03
stockA,54859.92,28277.14,59449.06,34884.44
stockL,28381.05,7164.29,55691.22,30885.60
stockS,37207.54,28607.98,58436.20,47719.02
stockS,51551.49,50688.38,56228.60,54771.90
stockH,35621.40,32727.92,50657.19,38632.68
stockJ,34774.16,31546.96,35796.86,32058.36
stockC,33176.80,33158.67,34440.71,33553.51
stockI,29888.02,29849.15,32971.84,31625.43
stockJ,41240.40,28973.76,50148.09,31557.79
stockD,36442.31,22735.32,50399.90,26199.38
stockH,46164.49,45075.44,52136.03,46783.89
stockO,48520.20,42808.73,54779.91,48388.48
stockC,36188.65,35653.10,37532.40,36052.59
stockL,32151.58,19038.20,34604.96,22250.33
stockI,34346.05,10580.07,48424.85,45594.04
stockI,42532.33,27521.27,48723.10,36188.69
stockU,27774.24,25968.53,29888.06,26938.47
stockR,32184.98,25420.57,56413.13,33616.87
stockS,34059.47,32139.78,42987.80,40063.57
stockB,39297.22,37135.50,47748.93,42328.60
stockZ,40440.29,27342.42,49329.98,48722.20
stockY,43859.02,30239.61,48139.56,40101.00
stockT,21964.44,19463.91,49997.24,35283.07
stockK,33055.19,23764.48,40745.86,40050.49
stockC,39022.14,28189.43,42722.38,31104.78
stockA,45977.31,37950.56,58926.90,55533.61
stockG,47513.50,46862.83,51601.55,48955.89
stockU,39444.13,38166.02,47970.96,46360.22
stockB,42568.76,32291.44,43330.48,32824.26
stockS,49700.38,31621.50,60017.74,32058.18
stockN,28920.30,24383.22,30479.79,28224.70
stockV,23031.57,22522.71,31276.65,25995.85
stockC,60342.21,44283.13,62767.74,52985.95
stockN,28803.38,16370.99,48679.89,33469.73
stockJ,38733.01,38207.21,41263.78,39725.61
stockI,26816.99,21769.11,31005.02,30514.77
stockL,34633.14,22490.01,44689.68,31841.46
stockK,32601.38,27148.59,38700.01,31302.87
stockR,41505.00,27503.15,47058.28,39740.46
stockD,16221.48,2286.09,43239.17,5397.64
stockJ,48086.35,13327.32,54474.88,34661.85
stockM,52504.71,49189.08,55867.14,49365.62
stockD,16258.70,14215.59,44287.48,16587.95
stockU,45142.03,39500.09,46525.42,44804.69
stockI,29598.67,27837.18,54135.49,51383.54
stockW,40641.00,37522.60,46519.90,41449.39
stockP,41375.55,35023.32,46946.38,46669.78
stockM,29832.71,22344.83,35986.17,23257.63
stockQ,27756.15,19675.08,59982.55,50997.86
stockA,45131.38,27623.99,52316.11,46636.29
stockD,38967.56,32056.50,53139.49,43227.00
stockK,38469.58,38369.11,38540.93,38377.12
stockU,39602.51,15561.70,43308.95,34279.55
stockT,47431.54,35931.56,57788.70,49252.77
stockC,34321.21,28191.77,36170.83,29529.42
stockP,44347.58,44043.98,45796.99,45327.63
stockQ,38437.88,36292.29,39517.17,37876.95
stockX,49288.70,46730.98,57219.60,55078.73
stockM,50526.90,44057.01,68675.97,51710.76
stockL,7083.81,5320.80,32120.09,9872.87
stockQ,24685.43,9696.36,48745.19,26480.35
stockX,14139.73,13592.48,35758.89,14208.37
stockV,35812.49,33611.85,38509.06,34764.69
stockQ,35097.17,29072.98,38170.07,31025.01
stockQ,39177.94,24825.73,59906.75,36350.90
stockW,20780.77,20639.79,29893.95,26902.11
stockV,39016.60,31668.87,46090.82,40187.17
stockQ,31229.59,28386.60,53087.48,45264.92
stockE,37090.44,32181.56,40602.05,36688.16
stockY,48684.58,36739.54,50384.89,46749.21
stockB,42736.37,41278.32,43564.31,43165.66
stockF,43928.45,31199.75,52001.24,43389.28
stockH,39785.17,35429.03,42822.12,37515.34
stockY,47423.29,37408.82,49665.82,47871.08
stockF,52135.07,49062.48,57669.22,50551.87
stockV,35961.57,33311.51,38979.47,34964.38
stockT,34650.29,31920.98,38769.87,35918.41
stockA,36465.21,36463.20,36465.30,36463.82
stockY,29611.39,20615.80,54664.88,53629.42
stockA,51021.14,39281.71,58514.29,49223.38
stockQ,42972.62,42559.11,43728.14,43670.07
stockY,44431.47,31760.70,54041.49,43469.07
stockO,52479.28,47573.02,53553.20,49547.82
stockC,36229.97,24300.60,38544.29,26357.53
stockI,54097.51,51342.39,57648.18,51535.39
stockU,43017.20,41377.74,43723.63,43178.52
stockI,31960.21,24079.72,40711.63,25284.86
stockJ,40444.58,38685.60,40800.46,40453.35
stockT,29480.62,27677.92,31422.27,30488.14
stockX,47128.97,35794.75,55440.46,48663.58
stockT,31888.11,20755.80,54814.30,47477.29
stockR,31549.55,31185.64,37948.98,37595.83
stockI,47523.31,38998.60,52933.71,40254.68
stockR,25643.42,18119.98,37522.92,24926.93
stockC,34122.52,32775.66,39456.58,38468.20
stockA,44974.19,44629.97,48052.67,46740.05
stockT,29555.49,22192.19,34148.03,31828.44
stockB,29064.21,28524.18,33852.34,28934.54
stockH,25595.31,21505.39,36979.72,26611.40
stockJ,45063.11,44131.67,48658.55,48637.98
stockX,37645.73,24650.57,46550.22,46374.62
stockY,23589.93,21796.97,26074.22,22408.20
stockJ,24363.31,22497.46,39119.13,31761.83
stockR,30812.06,30404.63,35776.40,34139.56
stockB,43717.97,36127.15,45459.80,36609.44
stockZ,23223.41,23213.11,36637.43,32809.30
stockV,37126.74,33471.12,42537.79,35108.70
stockC,33257.05,31458.18,38618.15,36399.91
stockM,52303.95,42817.94,55714.45,43842.97
stockD,28086.13,27518.41,44031.83,31887.33
stockG,47771.71,37170.01,52026.03,38677.04
stockX,32669.91,26368.66,53531.18,33033.59
stockK,41626.85,21924.00,45392.81,43989.61
stockV,41351.50,41327.31,41711.17,41620.59
stockO,18083.23,12517.81,42015.33,28255.14
stockT,52763.44,46896.31,62668.56,61509.76
stockN,39810.70,38165.31,44983.20,42016.72
stockH,39320.40,31792.94,40654.25,33161.43
stockH,33392.33,29580.89,37884.69,35475.29
stockX,41142.26,37053.31,57506.75,47471.60
stockB,21439.31,21302.45,45776.20,21547.73
stockK,37996.50,37881.66,40973.97,38818.55
stockH,17641.17,8639.88,25785.03,24812.77
stockG,24830.58,22915.56,33362.67,31709.14
stockQ,50044.48,49777.30,50227.52,50006.28
stockM,41608.81,38420.65,54099.70,42073.41
stockR,37303.75,30970.67,48170.16,37820.88
stockW,38332.43,33042.87,49379.20,41747.85
stockT,32952.76,30413.56,33547.28,32959.96
stockD,63516.35,54921.69,67770.39,56682.41
stockN,25639.56,20761.97,46067.81,33311.10
stockQ,37019.53,24810.04,37488.95,31960.88
stockC,37170.66,36308.53,37755.10,37528.79
stockM,41560.91,34276.99,42427.87,39830.59
stockC,26074.26,23031.49,39992.96,23609.62
stockV,54889.22,50068.32,58384.68,57561.48
stockE,49208.36,29821.21,51755.26,33566.18
stockN,37125.37,24406.40,38463.65,30319.38
stockP,37186.42,24122.79,46847.75,35110.60
stockW,35872.83,35635.94,37223.68,36475.31
stockJ,19545.05,19163.85,20387.00,19494.15
stockL,41254.82,41118.31,42882.94,41687.49
stockH,45910.54,37249.79,59604.11,45641.17
stockM,42880.27,41425.28,43040.36,42653.55
stockY,65357.77,25665.43,66928.06,26779.59
stockO,44230.16,32908.79,52889.69,42731.08
stockR,47713.07,36856.19,47891.38,38920.06
stockE,53279.13,51187.18,66688.67,56234.38
stockA,34481.79,29601.75,46472.84,40167.67
stockI,38827.60,24534.99,45907.43,39141.69
stockA,24471.64,24166.93,48871.22,27726.77
stockO,52047.23,45533.99,53503.88,52187.11
stockU,39303.79,38361.57,39488.45,39164.54
stockP,38582.58,33603.12,38908.28,35489.45
stockA,49199.69,36707.59,50994.92,38045.87
stockN,36167.73,29056.81,39462.10,37313.88
stockO,44754.70,44617.31,46670.80,45502.76
stockG,28512.47,26005.84,30405.21,27993.55
stockT,50642.54,33828.29,50703.32,48206.28
stockD,40334.73,11241.70,42543.36,30320.18
stockA,45090.26,44980.22,64565.27,49380.44
stockX,18453.64,2652.92,27807.72,26534.47
stockZ,36016.01,35711.75,36573.21,36006.03
stockD,36989.11,26857.40,42423.18,39583.70
stockN,45357.90,38686.19,47000.61,45765.81
stockG,53727.05,51413.99,60104.75,57018.70
stockN,38372.45,37584.04,39665.48,38715.21
stockT,45881.55,40431.69,53397.67,51214.87
stockP,32435.65,25864.75,37590.53,31480.69
stockW,25157.21,24718.81,30316.58,28504.83
stockD,40270.67,38867.97,46070.22,45981.24
stockM,39073.52,36038.09,41313.16,37204.47
stockN,53532.95,44537.93,54365.04,50783.38
stockU,52575.91,41733.59,53419.67,42271.57
stockM,31455.43,28508.80,40156.00,35024.60
stockH,29940.38,22390.36,42358.62,41985.95
stockR,25429.35,24728.22,28715.22,27301.29
stockT,34452.47,27228.24,55439.51,43874.49
stockL,43843.03,35484.71,47327.03,41450.52
stockO,33727.76,31143.17,34004.47,32621.11
stockR,40833.32,34633.04,47317.73,36877.74
stockF,36717.79,30349.55,45545.49,38751.78
stockM,32261.16,24930.57,48967.34,39274.32
stockF,44052.90,40984.77,61951.87,61671.41
stockH,44636.62,41940.61,53671.47,49905.09
stockK,50035.42,21313.65,54353.12,34682.67
stockH,24685.90,19725.78,25973.20,20704.43
stockB,39382.89,38380.28,39556.15,39272.93
stockS,42500.67,42495.62,43298.14,42774.34
stockR,31152.17,30786.85,33488.84,32046.25
stockN,49952.81,48505.14,54649.39,52074.76
stockE,41327.78,35823.11,42382.71,40829.19
stockG,42435.83,42334.76,42901.70,42605.46
stockO,58065.99,39842.76,58401.07,45850.51
stockE,39297.01,36873.39,41165.10,40989.10
stockJ,26085.81,18568.07,51971.59,19124.66
stockT,47029.10,44490.69,48896.07,48864.64
stockJ,62017.81,43866.60,71595.41,60194.80
stockA,54456.02,35083.25,59493.83,49910.40
stockD,19780.28,19691.28,20004.94,19943.65
stockU,48571.00,30729.53,53742.92,47551.87
stockK,38492.57,36455.60,61080.10,43043.46
stockO,33133.15,28638.19,37729.85,30134.35
stockU,40315.94,33445.00,41905.45,35430.00
stockY,26895.86,25260.36,48307.61,45912.16
stockC,44027.89,43684.88,45880.06,43845.20
stockP,45704.31,44857.22,45934.35,44996.39
stockI,26743.44,17339.26,29913.15,18686.63
stockF,25699.80,24823.10,31258.64,28560.55
stockM,33125.96,30754.39,40596.72,34596.84
stockM,43203.55,42800.36,53390.43,48176.90
stockZ,24196.64,23846.63,30702.20,29037.72
stockI,21532.00,20844.37,27293.62,22830.08
stockS,42227.68,40690.36,43919.85,42000.87
stockY,45823.47,31977.40,48813.93,48102.58
stockI,40998.11,39208.84,41866.86,39622.84
stockV,32800.30,30508.62,45748.21,43189.33
stockC,31699.44,26848.65,36704.59,34673.81
stockC,43592.77,37648.15,46071.34,37723.34
stockA,37506.91,32591.59,39980.74,38970.88
stockR,44801.82,44338.22,45105.11,44486.46
stockY,49068.36,43354.37,55449.92,49455.83
stockT,27339.82,25758.87,52612.26,35718.08
stockA,25265.50,9112.64,46709.72,18919.04
stockF,24095.34,20681.03,29662.52,22330.02
stockP,39370.75,25753.21,48932.86,32703.85
stockX,31606.77,29868.95,34560.66,33297.01
stockN,42782.21,42721.19,49926.54,47868.30
stockO,31271.23,12485.79,43047.16,20188.19
stockM,31759.94,24793.03,35098.55,26462.16
stockV,20923.30,14806.82,25374.33,15598.11
stockK,30611.16,22345.99,50730.28,26779.84
stockF,23058.10,22800.58,26664.00,26657.86
stockS,36854.96,29685.02,38856.44,32546.09
stockP,30558.18,23375.98,35307.65,26279.11
stockB,50091.40,49999.57,50502.15,50030.51
stockL,36146.33,35119.12,47661.09,41703.62
