stock,open,low,high,close,timestamp
stockY,58016.46,43341.07,59263.76,54701.64,06:06:20.708
stockR,35178.94,30666.93,48840.19,42005.85,06:06:23.139
stockJ,40705.73,39749.10,46923.98,41407.38,06:06:23.613
stockM,42844.12,35824.39,51549.22,51212.37,06:07:13.723
stockA,33789.74,33747.16,33915.69,33754.53,06:07:33.363
stockF,15124.35,7020.94,26446.00,17707.44,06:08:01.930
stockX,28581.91,26356.35,33171.72,31660.75,06:08:12.761
stockM,40924.71,40572.63,41358.29,40789.20,06:08:23.888
stockX,49222.51,43813.00,53263.42,47131.90,06:08:37.348
stockM,51246.35,35916.13,51651.40,44840.89,06:08:38.339
stockQ,37643.99,21021.62,45792.46,30900.76,06:08:38.924
stockI,34408.75,26421.47,35340.72,29158.51,06:08:44.827
stockI,41078.71,33243.66,42544.76,42341.12,06:08:54.116
stockM,35603.89,21971.96,39259.65,27108.99,06:09:20.746
stockG,32190.80,24192.08,52117.05,44750.08,06:09:32.855
stockQ,44440.46,43574.25,46376.34,44728.48,06:09:36.131
stockS,40967.93,17119.35,44823.40,21925.38,06:09:49.992
stockC,25586.19,25579.80,26033.60,25806.30,06:09:51.928
stockL,34671.57,33903.54,39556.52,36735.07,06:09:54.108
stockC,35489.53,27143.40,48029.74,46387.34,06:09:55.589
stockY,37759.32,16913.56,60226.22,17762.50,06:10:07.883
stockI,37800.16,27376.19,68606.57,43535.44,06:10:10.851
stockR,39456.58,32895.66,40620.49,38610.33,06:10:12.771
stockE,39590.37,36761.37,39763.91,38271.02,06:10:13.491
stockW,37690.33,31397.32,51737.13,36390.35,06:10:48.603
stockP,47411.12,32622.35,63373.33,46188.00,06:10:53.226
stockU,35107.31,34858.54,35715.04,35673.21,06:11:04.511
stockQ,47762.52,41736.08,58837.50,44304.28,06:11:08.843
stockU,36853.60,30282.32,43527.92,33271.88,06:11:09.056
stockE,41500.52,27774.66,48381.39,35245.61,06:11:14.102
stockY,26344.15,24501.89,35762.19,25382.18,06:11:30.332
stockZ,37263.80,36969.79,38145.64,37422.02,06:11:33.906
stockQ,32243.68,30937.75,48558.27,44472.95,06:11:37.295
stockM,33523.01,32209.35,37308.25,34485.05,06:11:39.008
stockU,54783.72,54724.86,55041.82,55003.80,06:11:40.733
stockT,30639.39,27868.02,34435.75,28686.87,06:11:43.947
stockE,34432.06,34300.48,41683.11,35211.68,06:11:46.616
stockE,29502.97,26651.50,51616.32,49935.00,06:12:17.028
stockN,38879.18,30671.47,40859.16,35884.58,06:12:32.802
stockF,26362.00,26298.20,57309.37,56944.18,06:12:39.393
stockJ,46923.02,38081.50,56051.70,55037.68,06:12:49.055
stockP,50424.39,49285.36,53123.97,51316.23,06:12:51.792
stockM,44273.93,37841.76,53246.75,42839.65,06:12:56.649
stockM,27007.88,17284.56,33979.75,22139.69,06:13:06.624
stockH,43118.42,39986.64,43244.38,40941.42,06:13:37.637
stockS,27442.34,25698.54,29081.11,28079.78,06:13:42.703
stockO,40917.54,26628.79,52367.48,52105.47,06:13:47.060
stockS,46559.19,10852.06,50465.93,31824.34,06:13:50.339
stockY,28191.33,23430.53,30964.52,27888.30,06:13:57.632
stockM,49068.11,43297.84,51981.35,44129.67,06:14:12.854
stockB,36455.73,32266.72,43220.16,34029.79,06:14:20.574
stockY,50969.03,41463.70,53475.13,43554.08,06:14:21.774
stockN,25009.82,24714.62,30662.68,28096.24,06:14:30.420
stockB,66397.74,35829.69,66444.24,53787.89,06:14:31.494
stockJ,34224.05,33620.47,54714.31,40411.71,06:14:36.673
stockQ,46967.18,32674.88,49560.35,49481.39,06:14:39.031
stockO,21368.88,20385.37,36047.24,32992.91,06:14:48.059
stockJ,49463.94,29332.56,56732.00,29738.64,06:15:00.933
stockR,30683.47,27857.62,42897.75,40106.66,06:15:17.118
stockK,32627.78,32262.25,54610.82,34675.80,06:15:26.333
stockS,21684.49,19123.71,41455.24,40832.68,06:15:26.390
stockG,42605.58,40836.01,52173.16,44254.18,06:15:37.219
stockM,33498.57,30888.69,43944.13,40921.15,06:16:04.493
stockK,44132.30,19307.64,45007.94,28763.71,06:16:20.449
stockD,46003.92,45596.60,46540.67,46456.51,06:16:27.384
stockY,33761.67,31829.97,40426.21,33167.05,06:16:27.608
stockL,45011.56,35854.62,46254.23,37947.66,06:16:34.162
stockD,46656.16,41888.89,52972.92,48622.66,06:16:45.638
stockN,30307.60,27033.27,33164.64,32452.48,06:16:58.146
stockJ,45039.55,44739.83,45450.96,45228.21,06:17:00.691
stockK,32239.29,29371.40,45507.05,34529.90,06:17:19.907
stockT,32773.14,17822.20,48830.02,45993.81,06:17:37.496
stockV,42159.59,40494.49,43104.41,41600.15,06:17:39.972
stockJ,31422.76,31335.08,31799.82,31364.64,06:17:42.656
stockC,26632.91,26334.55,30961.92,29706.41,06:17:56.536
stockD,36055.87,35528.72,37991.08,37127.38,06:18:06.420
stockF,28841.96,24113.02,35138.97,31472.46,06:18:18.955
stockG,33894.14,31655.09,34091.50,32406.09,06:18:21.094
stockI,6883.30,5829.12,32994.46,18451.10,06:18:23.482
stockQ,45355.36,42292.32,51712.64,50547.96,06:18:25.184
stockD,18722.76,18346.47,20130.02,18414.33,06:18:32.701
stockT,43699.07,26381.33,44386.59,33629.73,06:18:39.991
stockJ,45645.14,30945.13,47617.81,33625.44,06:18:40.094
stockD,34974.44,33211.06,35209.04,33554.19,06:19:06.064
stockW,41790.86,38879.51,46826.81,45267.88,06:19:16.745
stockA,27961.46,25576.45,39625.65,29651.68,06:19:20.683
stockJ,50064.62,47551.64,52080.63,48441.79,06:19:21.927
stockJ,36749.91,27925.98,50406.40,31372.51,06:19:22.506
stockN,43844.25,39888.87,44143.55,43663.34,06:19:26.659
stockK,46893.45,36491.27,52807.33,36649.02,06:19:31.067
stockS,37854.82,37836.12,40061.67,38417.50,06:19:41.593
stockS,47333.86,45826.72,63244.54,55961.67,06:20:15.186
stockR,37482.17,26128.30,41362.17,39120.61,06:20:15.938
stockS,48604.56,18619.91,50558.45,22606.94,06:20:16.451
stockR,54767.17,54511.38,55728.56,55226.06,06:20:16.656
stockP,43943.28,26674.21,46356.38,28723.76,06:20:44.154
stockG,46395.05,32093.09,53630.03,38861.56,06:20:50.166
stockK,41220.99,41213.98,48910.95,44771.05,06:21:09.194
stockW,47821.19,46800.86,47960.71,46892.56,06:21:36.153
stockL,36849.23,30350.95,42628.71,38507.88,06:21:37.431
stockE,47087.40,45431.28,49840.66,49279.63,06:21:38.380
stockB,46734.30,38397.71,50294.88,40807.93,06:21:53.611
stockT,30314.02,29724.31,30674.22,30565.60,06:22:01.729
stockW,43194.27,40091.50,46584.90,46253.13,06:22:09.900
stockS,49882.24,41408.75,51357.96,45232.58,06:22:12.335
stockY,44781.20,12080.26,59044.68,50156.06,06:22:13.290
stockQ,50777.57,46811.88,53291.03,51022.77,06:22:34.287
stockG,21644.45,21309.59,22120.61,22036.97,06:22:58.026
stockQ,32250.84,26434.87,44868.36,26515.32,06:23:04.829
stockQ,24258.76,18958.98,29880.02,29772.21,06:23:12.029
stockR,46367.67,45150.03,46488.90,46361.33,06:23:37.828
stockL,49182.94,28884.00,51771.23,31509.88,06:23:46.379
stockX,29892.38,25076.31,40696.27,40212.50,06:23:52.513
stockM,42811.09,32420.93,52152.09,36724.96,06:23:58.845
stockR,37049.94,30495.00,61226.06,50474.27,06:24:00.010
stockN,38757.96,33467.04,48744.50,46960.95,06:24:24.372
stockI,40243.34,39330.58,45691.35,45051.03,06:24:26.928
stockG,43314.55,27724.60,45218.45,40135.52,06:24:27.030
stockD,38743.64,20943.23,59383.09,27170.49,06:24:33.013
stockB,28545.89,23896.38,44374.50,38609.09,06:24:41.095
stockA,50347.01,38762.00,62870.55,50192.12,06:24:50.407
stockL,24420.31,10165.93,32080.13,26193.92,06:24:51.889
stockG,40814.39,40119.46,48488.17,47981.96,06:24:52.127
stockZ,39502.56,15333.34,40392.13,22442.24,06:24:52.915
stockC,44088.32,43535.66,44155.73,43932.74,06:24:55.189
stockZ,44689.07,43770.33,44815.60,44794.32,06:24:55.967
stockE,35110.07,31836.07,40414.64,40086.93,06:24:58.674
stockO,53474.80,37720.42,54596.66,51763.49,06:25:07.006
stockC,37292.27,35377.95,42506.21,37218.95,06:25:08.543
stockF,42495.35,37278.81,63385.24,49389.64,06:25:21.136
stockK,30038.99,22506.00,42947.07,33302.45,06:25:57.492
stockP,38957.91,34868.05,40911.80,34963.29,06:26:07.989
stockK,36321.80,34229.74,42385.28,41787.79,06:26:25.926
stockO,38206.67,37040.71,38872.93,38557.49,06:26:39.368
stockH,47301.58,35490.37,52601.42,49324.92,06:26:45.671
stockT,41707.15,37977.93,47119.64,39073.29,06:26:49.182
stockW,50169.32,47326.94,50796.01,50776.19,06:26:51.193
stockF,29925.86,29664.99,38600.34,38219.79,06:26:52.466
stockE,50561.94,38306.09,54833.06,50573.57,06:27:04.446
stockT,40438.87,9966.80,43981.95,27330.42,06:27:15.881
stockZ,30501.03,28413.59,33679.09,29146.59,06:27:16.470
stockI,51328.44,22389.77,52277.33,32168.76,06:27:27.699
stockC,35978.35,35951.04,39064.06,37009.75,06:27:29.075
stockP,38169.18,36169.96,44788.51,42831.50,06:27:35.221
stockJ,46786.22,45034.77,49714.18,47610.82,06:27:44.674
stockN,30433.14,16283.16,48139.06,41985.14,06:27:46.140
stockX,22338.83,20635.03,31593.91,26357.60,06:27:47.545
stockX,33509.75,32515.61,34566.19,34346.90,06:27:50.200
stockB,25059.93,23643.00,28252.86,27229.24,06:27:52.424
stockI,33352.92,29980.42,36138.55,35239.52,06:27:53.216
stockE,42866.65,33012.99,50347.35,35049.63,06:28:15.405
stockL,43623.75,27518.07,45943.04,29564.60,06:28:28.432
stockY,36906.76,34409.28,40328.92,36582.87,06:28:33.386
stockG,43744.02,28749.31,51636.27,33699.56,06:28:35.496
stockA,36737.88,35672.59,38157.47,36506.99,06:28:40.068
stockD,41893.16,40469.30,49520.42,49375.37,06:28:51.909
stockW,25733.00,20122.25,28171.24,24922.28,06:29:01.718
stockF,41965.22,29952.12,42261.27,37139.61,06:29:05.213
stockZ,33225.03,25838.95,34414.31,30122.73,06:29:10.326
stockN,39430.66,39363.77,41844.91,40621.66,06:29:13.257
stockN,27637.17,20790.00,28141.07,26287.76,06:29:14.799
stockL,51001.25,33846.26,59577.54,42634.27,06:29:28.964
stockB,43960.61,23451.63,45335.09,42479.85,06:29:33.578
stockS,33521.37,31905.57,33966.24,33118.41,06:29:52.767
stockO,46702.51,46664.89,47039.98,46762.96,06:29:58.524
stockE,62078.14,59182.88,71191.08,62046.68,06:29:59.897
stockA,44209.56,42907.00,49465.44,48590.65,06:30:03.997
stockJ,25268.21,21477.61,54855.13,33135.91,06:30:16.931
stockI,37461.58,36210.91,42571.95,40645.39,06:30:27.707
stockF,28892.59,11165.21,30516.32,22457.50,06:30:27.987
stockY,44544.91,32311.06,50000.74,40269.82,06:30:42.489
stockL,43335.45,41070.85,43545.56,41254.68,06:30:57.624
stockA,42762.96,35553.25,42874.63,35922.73,06:30:58.842
stockQ,38179.74,17591.10,46662.49,21020.96,06:31:11.900
stockX,26863.39,26597.87,27184.88,26627.07,06:31:13.102
stockT,30257.28,22036.87,36751.73,28219.59,06:31:22.573
stockO,54966.97,48694.30,61268.73,56951.10,06:31:30.396
stockE,34173.56,33605.03,34764.32,34668.10,06:31:32.037
stockF,43983.15,43782.74,44488.92,43812.68,06:31:55.491
stockN,42073.22,41487.43,43818.58,41826.31,06:32:01.946
stockU,32469.17,23601.53,39188.23,26653.25,06:32:05.486
stockM,34236.99,23297.59,36934.19,28380.63,06:32:14.386
stockW,53529.93,35675.86,70600.77,64829.79,06:32:19.707
stockH,48642.28,48285.20,50606.26,49761.19,06:32:44.747
stockD,42561.08,27634.35,63277.26,30924.86,06:33:03.964
stockZ,39960.49,31338.44,48076.13,38449.14,06:33:23.767
stockX,34455.95,29591.84,36533.82,34169.16,06:33:43.668
stockD,49668.26,45361.87,51008.44,46207.39,06:33:51.807
stockX,22363.77,21791.25,30988.58,25372.24,06:33:52.655
stockZ,40537.15,21450.49,40785.75,27187.42,06:33:56.668
stockZ,45696.80,37065.49,62173.06,46472.70,06:34:00.999
stockJ,39217.26,25939.86,47586.54,42304.04,06:34:05.779
stockI,45308.04,29042.29,54132.03,38622.23,06:34:06.065
stockB,45380.93,43403.48,47941.67,46586.35,06:34:07.603
stockF,44780.66,44206.08,44929.53,44899.44,06:34:12.416
stockC,20338.26,17420.70,35858.83,26469.49,06:34:12.461
stockH,34928.56,20610.24,40468.23,31701.29,06:34:13.875
stockB,37608.78,26100.57,54772.88,29710.33,06:34:14.388
stockZ,34926.74,33392.68,37687.41,35242.96,06:34:20.353
stockN,32867.79,28859.01,51348.87,29530.95,06:34:28.045
stockP,29860.18,25673.97,58418.06,41957.24,06:34:36.894
stockQ,39487.02,37874.51,39524.79,38648.14,06:34:39.446
stockV,44580.55,44338.46,47759.94,45500.01,06:34:53.932
stockV,46256.28,40982.54,48156.52,46510.36,06:35:01.475
stockR,46969.47,42767.23,49489.09,45817.97,06:35:15.825
stockZ,45833.16,39766.63,53715.01,42919.93,06:35:27.374
stockB,33618.49,32448.21,34145.22,32581.15,06:35:50.429
stockJ,37695.60,35286.46,44492.14,43716.61,06:36:10.341
stockX,36947.90,32896.17,41632.55,37864.66,06:36:18.315
stockL,24488.89,24048.24,41673.97,30961.30,06:36:36.027
stockY,33222.03,31656.36,33302.59,31734.57,06:36:36.486
stockB,47640.88,24728.20,58583.52,44829.02,06:36:45.942
stockH,50719.45,43835.31,50889.77,46097.23,06:37:15.893
stockX,26360.21,25903.91,47318.73,28764.52,06:37:33.098
stockT,36743.27,24674.22,38243.85,31138.01,06:37:44.220
stockD,33808.14,32270.08,43043.11,41290.71,06:37:45.048
stockY,25284.75,22579.31,44667.41,34182.10,06:37:47.129
stockU,46049.42,39746.42,49398.99,45250.74,06:38:03.204
stockW,36152.49,34763.22,58953.04,45840.19,06:38:07.506
stockS,37214.05,7744.10,42273.31,15394.34,06:38:56.467
stockT,32765.29,28799.73,34195.14,32460.15,06:39:03.370
stockF,41184.06,22827.48,42630.84,30059.31,06:39:16.185
stockU,33320.69,32597.45,35121.30,34474.21,06:39:20.042
stockL,32373.07,27555.46,47419.87,43058.28,06:39:23.179
stockL,36970.97,33285.70,53255.82,47922.12,06:39:36.335
stockI,42953.25,42823.16,45415.09,42926.94,06:39:36.901
stockT,49933.80,47778.07,60342.43,60150.88,06:39:40.998
stockO,36940.60,36518.97,41088.01,39206.73,06:40:06.137
stockW,13871.84,13421.65,22449.70,14319.77,06:40:17.495
stockQ,34823.68,32692.08,46303.34,41087.49,06:40:28.021
stockS,34309.87,33860.86,37228.15,34711.06,06:40:30.396
stockV,49838.46,33166.82,54545.83,33202.44,06:40:42.042
stockS,45839.25,26557.42,72632.35,53463.38,06:40:54.067
stockY,41077.70,38550.37,41943.10,39390.79,06:41:05.562
stockB,39085.51,23610.74,40164.29,27089.46,06:41:05.956
stockV,39109.25,36260.58,58956.86,38546.56,06:41:07.247
stockL,39281.91,38980.44,39906.72,39647.51,06:41:08.658
stockN,42913.38,38940.11,44126.92,40676.14,06:41:10.422
stockY,39009.96,38995.04,46150.35,42422.10,06:41:14.063
stockQ,48510.62,47875.37,53289.18,48369.92,06:41:21.686
stockH,42147.87,41054.56,43567.20,42030.77,06:41:24.327
stockZ,44519.35,24825.76,74829.01,46808.38,06:41:24.656
stockE,36873.78,25531.96,44235.96,41540.41,06:41:36.109
stockC,39435.08,33933.27,46077.89,43287.23,06:41:47.509
stockP,37785.95,32670.65,38353.07,36131.63,06:42:27.533
stockZ,32520.25,30809.83,33818.40,33639.99,06:42:47.216
stockU,31603.70,27395.12,31610.80,27696.25,06:42:56.562
stockA,36589.71,31548.67,37026.50,32651.10,06:43:13.896
stockK,47295.19,32463.91,47310.46,38100.58,06:43:16.175
stockL,28673.74,24033.35,41266.87,34279.61,06:43:24.360
stockP,39493.99,27430.76,43382.94,31281.51,06:43:26.152
stockK,12742.06,6945.12,65710.26,41148.04,06:43:45.466
stockQ,49674.93,43592.13,51695.23,43849.55,06:44:05.113
stockY,46830.96,46623.28,49024.43,48363.67,06:44:09.132
stockL,44686.80,44276.32,47391.10,45727.34,06:44:18.916
stockY,54108.60,47920.73,54360.87,54275.72,06:44:27.297
stockZ,25433.96,17310.78,33749.46,31497.50,06:44:28.599
stockU,45422.77,43757.72,47140.12,46705.88,06:44:31.600
stockE,31296.72,30488.09,31997.42,30490.37,06:44:35.835
stockX,45569.16,43965.29,46820.68,45684.12,06:44:44.310
stockJ,50866.73,41562.86,55803.01,53613.90,06:45:06.539
stockG,37687.17,34455.15,37771.17,35157.65,06:45:25.119
stockZ,40568.69,22222.63,47908.07,41585.86,06:45:41.273
stockD,45154.74,44581.28,45860.32,44657.82,06:45:54.645
stockO,36629.54,36231.08,38034.05,36981.95,06:46:23.927
stockI,39169.21,32978.33,52424.14,42079.80,06:46:30.744
stockA,39114.50,37695.89,43770.69,38380.26,06:46:46.613
stockM,36651.95,35831.71,39456.98,37987.12,06:46:49.370
stockE,24648.88,17041.35,35228.45,33761.60,06:47:01.830
stockE,51098.43,34832.40,58095.16,46337.70,06:47:02.030
stockC,37421.89,30860.32,50029.61,49567.88,06:47:03.408
stockA,47580.00,40678.19,48692.69,44320.06,06:47:14.207
stockH,32265.22,30273.70,33531.19,32549.17,06:47:25.375
stockD,50635.79,36283.10,53327.66,43214.07,06:47:35.297
stockG,35678.82,29277.01,38948.27,36396.57,06:47:36.808
stockA,30485.17,29626.35,30548.34,30528.79,06:47:51.328
stockI,28841.55,28420.23,34543.98,31728.20,06:47:52.381
stockP,26051.01,25113.90,30366.32,29573.02,06:47:58.462
stockF,53543.11,36736.65,58263.64,43886.49,06:48:00.106
stockX,39869.41,37393.68,42608.42,38395.60,06:48:02.858
stockD,24847.47,19578.64,47943.15,46747.51,06:48:03.490
stockD,49779.19,43118.17,51763.07,46271.23,06:48:22.029
stockD,37043.95,33334.54,44606.18,42986.95,06:48:37.087
stockY,35325.61,29653.85,37995.97,31056.74,06:48:41.208
stockU,24936.60,23725.32,27743.90,27397.73,06:48:50.888
stockY,32737.07,25087.07,46979.27,30345.69,06:48:51.708
stockH,47817.11,47610.48,48119.94,48025.31,06:49:57.407
stockM,40002.96,36057.03,40781.37,37799.59,06:50:02.143
stockD,23885.07,23774.72,26598.47,26017.34,06:50:06.035
stockF,36793.51,27005.71,41039.60,37407.86,06:50:16.005
stockY,33391.30,28426.81,38362.51,32671.02,06:50:26.161
stockX,46753.42,43814.36,46902.91,46771.76,06:50:42.136
stockP,30946.24,23076.52,32822.60,26644.60,06:50:52.565
stockW,48674.26,36859.83,51966.66,45662.46,06:50:57.835
stockE,58223.48,47311.28,61303.89,51406.71,06:51:09.294
stockH,22732.09,21195.36,28558.98,26655.90,06:51:25.309
stockH,40542.16,39812.02,41572.34,40977.27,06:51:52.308
stockA,45446.48,44550.38,45840.79,45393.10,06:51:59.530
stockY,40486.30,39660.53,50721.61,46728.87,06:52:14.798
stockL,20803.72,18277.86,34811.11,24482.57,06:52:17.326
stockO,38322.60,31260.37,44999.55,36136.87,06:52:22.946
stockO,22313.94,15366.25,36746.73,22510.92,06:52:29.278
stockF,16712.13,14448.36,41649.25,20876.52,06:52:35.743
stockY,48405.27,33223.13,58357.24,54612.28,06:52:36.404
stockC,41667.98,16928.83,44347.96,31827.40,06:52:37.585
stockP,40127.19,33422.77,42991.74,33571.60,06:52:38.210
stockL,35695.13,25529.27,43279.31,35958.90,06:52:41.097
stockY,38976.50,36947.22,47855.01,40738.18,06:52:42.949
stockA,24453.36,20676.45,66512.43,52831.41,06:52:51.152
stockZ,31010.04,30898.71,31029.47,30939.91,06:52:55.261
stockS,45681.51,45628.98,45828.07,45720.96,06:52:58.292
stockO,40852.86,36422.67,40912.16,37588.53,06:53:14.973
stockI,44411.13,26438.73,45170.95,36572.63,06:53:49.107
stockI,42830.34,29793.06,56437.02,44916.61,06:53:53.374
stockK,34576.64,21477.75,38461.83,32662.73,06:54:23.621
stockZ,52252.20,47281.99,59424.43,54572.84,06:54:38.510
stockF,26248.63,25782.50,36912.50,29486.79,06:54:43.803
stockS,47023.76,46152.14,47044.43,46574.42,06:54:56.514
stockE,48480.08,46316.08,51951.18,46824.89,06:55:02.849
stockE,33474.57,18406.02,38178.23,28855.12,06:55:07.603
stockX,28528.97,26705.55,33680.61,29191.53,06:55:16.024
stockT,35700.43,30526.13,61363.13,54203.18,06:55:20.930
stockT,40666.05,38547.42,43725.55,38722.53,06:56:27.254
stockW,54340.95,38956.06,57159.34,45390.67,06:56:29.501
stockY,40960.16,37586.22,41051.84,39866.33,06:56:32.261
stockJ,30280.19,23689.44,30634.38,28310.60,06:56:44.435
stockU,19342.58,18887.70,34885.75,29746.33,06:56:45.693
stockQ,40762.29,34642.48,46222.04,45659.58,06:56:56.894
stockG,28855.56,26758.41,35627.60,27179.74,06:57:00.894
stockI,39981.32,38464.20,40023.70,39340.26,06:57:01.624
stockX,35230.92,32968.27,37530.92,33322.33,06:57:07.386
stockY,39933.91,29348.11,45388.77,42731.49,06:57:09.991
stockK,34838.48,33794.98,39094.19,34209.10,06:57:23.206
stockG,23653.76,22564.15,39352.84,27321.08,06:57:29.268
stockS,58149.97,45783.20,61611.23,51081.63,06:57:29.573
stockB,32614.74,31241.28,40327.10,35950.73,06:57:31.980
stockK,21082.65,20949.59,21227.59,20979.06,06:57:41.355
stockU,38303.88,31016.72,50826.24,36570.68,06:57:45.212
stockX,47271.94,47002.47,47469.54,47072.20,06:57:51.985
stockE,35111.35,22454.58,50099.16,47374.01,06:57:52.121
stockV,39365.16,37908.50,43342.05,40635.40,06:58:01.571
stockT,58489.79,40314.62,62158.43,58917.86,06:58:17.315
stockO,27224.91,24786.35,43663.74,43340.24,06:58:19.776
stockI,36373.05,33552.83,40379.71,39356.41,06:58:54.341
stockE,45527.87,44467.29,49153.39,48578.64,06:59:24.194
stockT,26784.35,24881.73,29986.68,27114.41,06:59:29.830
stockM,46705.03,44002.87,52252.37,49851.56,06:59:34.604
stockN,38178.88,29428.38,47397.60,46018.53,06:59:38.925
stockU,40916.75,27485.79,55209.21,43848.81,06:59:49.328
stockB,36341.14,20752.89,37766.86,22946.55,06:59:50.891
stockP,37325.40,36627.36,37723.45,37622.91,06:59:58.758
stockY,39640.63,37278.62,40557.88,37466.96,07:00:00.024
stockY,52899.61,24812.43,54403.58,32049.45,07:00:06.090
stockL,47869.34,44932.22,50341.58,48632.11,07:00:33.408
stockE,34648.85,30560.97,36423.92,34988.54,07:00:52.060
stockX,29431.68,24736.98,32427.02,26553.02,07:00:57.892
stockJ,30768.34,27854.32,32512.71,29041.91,07:01:05.202
stockA,42756.58,34562.79,47990.61,44716.37,07:01:06.478
stockH,26756.56,25719.82,30062.38,28444.72,07:01:09.671
stockS,35384.46,35352.95,35384.93,35370.51,07:01:14.032
stockU,36344.91,29805.74,37369.71,36095.83,07:01:14.221
stockF,39463.28,38337.35,45943.48,44155.39,07:01:14.333
stockG,31757.21,30884.77,39900.10,35599.03,07:01:18.024
stockC,39344.82,26686.92,45667.22,34495.41,07:01:19.919
stockY,38193.11,19749.94,64862.90,61733.46,07:01:21.989
stockS,42141.04,29886.63,43304.00,42609.03,07:01:52.791
stockR,32803.41,32285.36,39233.37,39212.51,07:02:03.290
stockX,24953.34,24515.49,25138.56,24956.44,07:02:35.093
stockA,13143.73,11962.21,44454.95,21273.38,07:02:36.964
